<doc id="edoc_wd_1773-11-13" attrs="word" year="1773" month="11" day="13" corpus="1">
<head id="hl1">
Lißabon	w29
ist	w5771
durch	w5772
einen	w5773
Dienstbothen	w5774
den	w5775
8	w5776
dies	w5777
Mittag	w5778
von	w5779
der	w5780
Kärntnerstrassen	w5781
in	w5782
die	w5783
Weph=burggassen	w5784
<g/>
=
ein	w5786
diamantener	w5787
Tropfen	w5788
verlohren	w5789
worden	w5790
<g/>
.
Der	w5792
ihn	w5793
gefunden	w5794
<g/>
,
wird	w5796
demüthigst	w5797
ge=betten	w5798
<g/>
=
<g/>
,
solchen	w5801
gegen	w5802
eine	w5803
Erkenntlichkeit	w5804
bey	w5805
dem	w5806
Verleger	w5807
des	w5808
wienerischen	w5809
Diariums	w5810
an=zuzeigen	w5811
<g/>
=
<g/>
.
</p>
<head id="hl28">
Neuester	w5826
Bericht	w5827
von	w5828
der	w5829
großen	w5830
Rußi=schen	w5831
<g/>
=
Armee	w5833
an	w5834
den	w5835
Ufern	w5836
der	w5837
Donau	w5838
<g/>
,
datirt	w5840
vom	w5841
29	w5842
<g/>
.
September	w5844
<g/>
.
</head>
<p id="p112">
Der	w5846
Generallieutenant	w5847
Ungern	w5848
hatte	w5849
den	w5850
Major	w5851
Dimitriew	w5852
nach	w5853
dem	w5854
Flecken	w5855
Kustend=zy	w5856
<g/>
=
detachirt	w5858
<g/>
,
hier	w5860
traf	w5861
dieser	w5862
den	w5863
Czerkes	w5864
Pascha	w5865
an	w5866
der	w5867
Spitze	w5868
von	w5869
1000	w5870
Mann	w5871
Reu=terey	w5872
<g/>
=
<g/>
,
er	w5875
grif	w5876
denselben	w5877
sogleich	w5878
an	w5879
<g/>
,
warf	w5881
ihn	w5882
über	w5883
den	w5884
Haufen	w5885
<g/>
,
und	w5887
nöthigte	w5888
ihn	w5889
die	w5890
Flucht	w5891
zu	w5892
nehmen	w5893
hierauf	w5894
verfolgte	w5895
er	w5896
ihn	w5897
7	w5898
Wer=ste	w5899
<g/>
=
weit	w5901
gegen	w5902
Mingrelien	w5903
hin	w5904
<g/>
,
tödtete	w5906
bey	w5907
dieser	w5908
Gelegenheit	w5909
an	w5910
150	w5911
<g/>
.
Türken	w5913
<g/>
,
nahm	w5915
dem	w5916
Feinde	w5917
4	w5918
Fahnen	w5919
ab	w5920
<g/>
,
machte	w5922
einen	w5923
Ba=lack	w5924
<g/>
=
Pascha	w5926
<g/>
,
dessen	w5928
Bayractar	w5929
<g/>
,
nebst	w5931
13	w5932
Türken	w5933
und	w5934
eben	w5935
so	w5936
viel	w5937
Christen	w5938
zu	w5939
Gefan=genen	w5940
<g/>
=
<g/>
,
überdem	w5943
bekam	w5944
er	w5945
noch	w5946
120	w5947
Pferde	w5948
und	w5949
40	w5950
Kameele	w5951
in	w5952
seine	w5953
Gewalt	w5954
<g/>
.
Nachdem	w5956
er	w5957
mit	w5958
dieser	w5959
Expedition	w5960
fertig	w5961
war	w5962
<g/>
,
so	w5964
ver=brannte	w5965
<g/>
=
er	w5967
den	w5968
Flecken	w5969
Kustendzy	w5970
nebst	w5971
dem	w5972
nahe	w5973
dabey	w5974
gelegenen	w5975
Dorfe	w5976
Anadome	w5977
<g/>
.
Ein	w5979
anderes	w5980
Detaschement	w5981
von	w5982
unsern	w5983
Truppen	w5984
<g/>
,
welches	w5986
der	w5987
Major	w5988
Lalasch	w5989
kommandirte	w5990
<g/>
,
stieß	w5992
bey	w5993
Karamuret	w5994
auf	w5995
ein	w5996
türkisches	w5997
Piguet	w5998
<g/>
,
das	w6000
150	w6001
<g/>
.
Mann	w6003
stark	w6004
seyn	w6005
mochte	w6006
<g/>
,
von	w6008
diesen	w6009
tödtete	w6010
er	w6011
bey	w6012
80	w6013
<g/>
,
und	w6015
machte	w6016
den	w6017
Bayrae=tar	w6018
<g/>
=
Hassan	w6020
nebst	w6021
11	w6022
Türken	w6023
zu	w6024
Gefangen	w6025
<g/>
.
Am	w6027
15ten	w6028
dieses	w6029
gieng	w6030
der	w6031
Graf	w6032
Soltikow	w6033
mit	w6034
seinen	w6035
Truppen	w6036
über	w6037
den	w6038
Fluß	w6039
Kalmacuy	w6040
<g/>
,
und	w6042
machte	w6043
bey	w6044
Brosk	w6045
<g/>
,
Halt	w6047
<g/>
.
Am	w6049
folgen=den	w6050
<g/>
=
Morgen	w6052
schickte	w6053
er	w6054
mit	w6055
Anbruch	w6056
des	w6057
Ta=ges	w6058
<g/>
=
seine	w6060
leichte	w6061
Truppen	w6062
gegen	w6063
das	w6064
feindli=che	w6065
<g/>
=
Lager	w6067
bey	w6068
Turcia	w6069
<g/>
,
er	w6071
selbst	w6072
aber	w6073
nahm	w6074
mit	w6075
dem	w6076
Rest	w6077
seines	w6078
unterhabenden	w6079
Corps	w6080
eine	w6081
solche	w6082
Stellung	w6083
<g/>
,
daß	w6085
er	w6086
den	w6087
Feind	w6088
tüch=tig	w6089
<g/>
=
empfangen	w6091
<g/>
,
und	w6093
nicht	w6094
unbegrüßt	w6095
vorbey	w6096
lassen	w6097
könnte	w6098
<g/>
,
wenn	w6100
dieser	w6101
es	w6102
wagen	w6103
würde	w6104
<g/>
,
aus	w6106
seinem	w6107
Lager	w6108
hervorzukommen	w6109
<g/>
.
Sobald	w6111
die	w6112
Türken	w6113
die	w6114
vorangeschickten	w6115
Cosacken	w6116
an=sichtig	w6117
<g/>
=
wurden	w6119
<g/>
,
ließen	w6121
sie	w6122
sich	w6123
mit	w6124
denselben	w6125
aufs	w6126
Scharmuziren	w6127
ein	w6128
<g/>
,
ja	w6130
es	w6131
rückte	w6132
der	w6133
Czerkadzy	w6134
Arnaut	w6135
Mehemet	w6136
<g/>
,
Pascha	w6138
von	w6139
2	w6140
Roßschweifen	w6141
zu	w6142
Wydin	w6143
<g/>
,
nebst	w6145
noch	w6146
zwey	w6147
</p>
<p id="p113">
andern	w6148
Pachas	w6149
mit	w6150
einer	w6151
ansehnlichen	w6152
Men=ge	w6153
<g/>
=
türkischen	w6155
Spahis	w6156
aus	w6157
dem	w6158
Lager	w6159
<g/>
,
grif=fen	w6161
<g/>
=
die	w6163
Cosacken	w6164
an	w6165
<g/>
,
und	w6167
zwangen	w6168
solche	w6169
bis	w6170
gegen	w6171
das	w6172
Dorf	w6173
Boroneszt	w6174
zurückzuziehen	w6175
<g/>
,
all=wo	w6177
<g/>
=
der	w6179
Generallieutenant	w6180
Kamenskoy	w6181
mit	w6182
einem	w6183
Detaschement	w6184
Posio	w6185
gefaßt	w6186
hatte	w6187
<g/>
.
So=bald	w6189
<g/>
=
der	w6191
Graf	w6192
Soltikow	w6193
hievon	w6194
Nachricht	w6195
bekam	w6196
<g/>
,
eilte	w6198
er	w6199
gegen	w6200
Boroneßzt	w6201
hin	w6202
<g/>
,
und	w6204
suchte	w6205
dem	w6206
Feinde	w6207
daselbst	w6208
in	w6209
den	w6210
Rücken	w6211
zu	w6212
kommen	w6213
<g/>
,
allein	w6215
noch	w6216
ehe	w6217
er	w6218
so	w6219
weit	w6220
gelang=te	w6221
<g/>
=
<g/>
,
sahe	w6224
er	w6225
bereits	w6226
auf	w6227
der	w6228
Seite	w6229
von	w6230
Fla=mund	w6231
<g/>
=
her	w6233
den	w6234
Seraskier	w6235
von	w6236
Nicopolis	w6237
und	w6238
noch	w6239
einen	w6240
dritten	w6241
Pascha	w6242
<g/>
,
welche	w6244
zu=sammen	w6245
<g/>
=
3000	w6247
Mann	w6248
türkischer	w6249
Reuterey	w6250
kommandirten	w6251
<g/>
,
gerade	w6253
vor	w6254
sich	w6255
aufmarschirt	w6256
<g/>
.
Der	w6258
Oberste	w6259
Prinz	w6260
Cantemir	w6261
wurde	w6262
sogleich	w6263
mit	w6264
einem	w6265
Regiment	w6266
Hussaren	w6267
und	w6268
mit	w6269
ei=niger	w6270
<g/>
=
schweren	w6272
Reuterey	w6273
zur	w6274
Attaque	w6275
kom=mandirt	w6276
<g/>
=
<g/>
,
er	w6279
grit	w6280
den	w6281
Pascha	w6282
<g/>
,
der	w6284
ihm	w6285
am	w6286
nächsten	w6287
stand	w6288
<g/>
,
also	w6290
gleich	w6291
an	w6292
<g/>
,
warf	w6294
dessen	w6295
Leute	w6296
über	w6297
den	w6298
Haufen	w6299
<g/>
,
und	w6301
verfolgte	w6302
die	w6303
Flüchtlinge	w6304
bis	w6305
an	w6306
die	w6307
Gärten	w6308
von	w6309
Flamund	w6310
<g/>
.
Der	w6312
Generallieutenant	w6313
Ritter	w6314
von	w6315
Kamenskoy	w6316
warf	w6317
sich	w6318
zu	w6319
gleicher	w6320
Zeit	w6321
auf	w6322
das	w6323
Corps	w6324
der	w6325
beyden	w6326
andern	w6327
Paschas	w6328
<g/>
,
brachte	w6330
solche	w6331
zum	w6332
Weichen	w6333
<g/>
,
und	w6335
trieb	w6336
sie	w6337
gegen	w6338
den	w6339
Grafen	w6340
Soltikow	w6341
hin	w6342
<g/>
;
dieser	w6344
empfieng	w6345
den	w6346
Feind	w6347
überaus	w6348
brav	w6349
<g/>
,
richtete	w6351
ein	w6352
großes	w6353
Metzeln	w6354
darunter	w6355
an	w6356
<g/>
,
und	w6358
jagte	w6359
einen	w6360
Theil	w6361
dersel=ben	w6362
<g/>
=
nach	w6364
Olta	w6365
<g/>
,
den	w6367
andern	w6368
nach	w6369
Turna	w6370
zu	w6371
<g/>
,
in	w6373
die	w6374
Flucht	w6375
<g/>
.
Diesen	w6377
letztern	w6378
begeanete	w6379
zu	w6380
ihrem	w6381
Unglück	w6382
noch	w6383
der	w6384
Obriste	w6385
und	w6386
Prinz	w6387
Cantemir	w6388
<g/>
,
welcher	w6390
eben	w6391
nach	w6392
seiner	w6393
rühmli=chen	w6394
<g/>
=
Expedition	w6396
von	w6397
den	w6398
Gärten	w6399
vor	w6400
Fla=mund	w6401
<g/>
=
zurückkam	w6403
<g/>
,
und	w6405
sieng	w6406
hier	w6407
von	w6408
neuem	w6409
an	w6410
einzuhauen	w6411
<g/>
.
Dieser	w6413
Versuch	w6414
der	w6415
Tür=ken	w6416
<g/>
=
auf	w6418
unsre	w6419
Leute	w6420
ist	w6421
den	w6422
ersteren	w6423
theuer	w6424
zu	w6425
stehen	w6426
gekommen	w6427
<g/>
.
Wir	w6429
haben	w6430
3	w6431
Fahne	w6432
erbeutet	w6433
eben	w6434
so	w6435
viele	w6436
Agas	w6437
<g/>
,
einen	w6439
Seras=kier	w6440
<g/>
=
von	w6442
Wyddin	w6443
<g/>
,
Muzyn	w6445
Pascha	w6446
genannt	w6447
<g/>
,
9	w6449
Bayractars	w6450
<g/>
,
2	w6452
Oda	w6453
Paschas	w6454
<g/>
,
einen	w6456
Jman	w6457
<g/>
,
einen	w6459
Derwisch	w6460
und	w6461
40	w6462
gemeine	w6463
Türken	w6464
in	w6465
unsere	w6466
Gewalt	w6467
bekommen	w6468
<g/>
.
Noch	w6470
bis	w6471
auf	w6472
</p>
<p id="p114">
diese	w6473
Stunde	w6474
bringen	w6475
unsere	w6476
Cosacken	w6477
vom	w6478
Nachsetzen	w6479
Gefangene	w6480
zurück	w6481
<g/>
.
Wir	w6483
haben	w6484
auch	w6485
viele	w6486
türkische	w6487
Pferde	w6488
erbeutet	w6489
<g/>
.
Unser	w6491
Verlust	w6492
ist	w6493
sehr	w6494
unbeträchtlich	w6495
<g/>
,
von	w6497
Offi=ciers	w6498
<g/>
=
haben	w6500
wir	w6501
z	w6502
<g/>
.
E	w6504
<g/>
.
nicht	w6506
einen	w6507
verloren	w6508
nur	w6509
der	w6510
Adjutant	w6511
des	w6512
Prinzen	w6513
Orlow	w6514
<g/>
,
Hr	w6516
<g/>
.
von	w6518
Bucksewin	w6519
und	w6520
ein	w6521
Cornet	w6522
von	w6523
den	w6524
Hu=saren	w6525
<g/>
=
sind	w6527
verwundet	w6528
<g/>
.
Die	w6530
ganze	w6531
Actian	w6532
ist	w6533
auf	w6534
einer	w6535
unabsehlichen	w6536
Plaine	w6537
vorgefallen	w6538
<g/>
,
dieses	w6540
hat	w6541
uns	w6542
nicht	w6543
erlaubt	w6544
<g/>
,
den	w6546
Verlust	w6547
der	w6548
Feinde	w6549
genan	w6550
zu	w6551
überzählen	w6552
<g/>
,
unser	w6554
General	w6555
Soltikow	w6556
aber	w6557
schätzet	w6558
denselben	w6559
wahrscheinlichen	w6560
Anzeigen	w6561
nach	w6562
auf	w6563
1500	w6564
Mann	w6565
<g/>
.
</p>
<head id="hl29">
Kiel	w6567
den	w6568
28	w6569
<g/>
.
Weinm	w6571
<g/>
.
</head>
<p id="p115">
Der	w6573
zeither	w6574
als	w6575
königl	w6576
<g/>
.
dänischer	w6578
Priuci=palcommissarius	w6579
<g/>
=
hier	w6581
gewesene	w6582
Hr	w6583
<g/>
.
geheime	w6585
Rath	w6586
und	w6587
Oberkammerherr	w6588
<g/>
,
Graf	w6590
von	w6591
Re=ventlou	w6592
<g/>
=
<g/>
,
wird	w6595
wie	w6596
man	w6597
hört	w6598
<g/>
,
morgen	w6600
auf	w6601
eine	w6602
kurze	w6603
Zeit	w6604
nach	w6605
dero	w6606
Gütern	w6607
abgehen	w6608
<g/>
,
und	w6610
alsdann	w6611
wieder	w6612
anhero	w6613
kommen	w6614
<g/>
.
Der	w6616
großfürstl	w6617
<g/>
.
Principalcommissari	w6619
<g/>
,
Hr	w6621
<g/>
.
gehei=me	w6623
<g/>
=
Rath	w6625
von	w6626
Saldern	w6627
trit	w6628
selbigen	w6629
Tages	w6630
eine	w6631
Reise	w6632
nach	w6633
Eutin	w6634
an	w6635
<g/>
,
wo	w6637
am	w6638
Sonntage	w6639
das	w6640
hohe	w6641
Geburtsfest	w6642
ihro	w6643
hochfürstl	w6644
<g/>
.
durchl	w6646
<g/>
.
der	w6648
Bischöfinn	w6649
<g/>
,
einfält	w6651
<g/>
.
Beyde	w6653
Herren	w6654
ha=ben	w6655
<g/>
=
hier	w6657
bisher	w6658
in	w6659
dem	w6660
von	w6661
ihren	w6662
hohen	w6663
Höfen	w6664
Jhnen	w6665
aufgetragenen	w6666
Geschäfte	w6667
ver=schiedene	w6668
<g/>
=
Conferenzen	w6670
miteinander	w6671
<g/>
,
gehal=ten	w6673
<g/>
=
<g/>
,
und	w6676
es	w6677
ist	w6678
nun	w6679
auch	w6680
dasselbe	w6681
so	w6682
gut	w6683
als	w6684
berichtiget	w6685
<g/>
.
Wie	w6687
verlantet	w6688
<g/>
,
so	w6690
werden	w6691
bey=de	w6692
<g/>
=
hohe	w6694
Herren	w6695
Commissarien	w6696
am	w6697
nächst=kommenden	w6698
<g/>
=
20sten	w6700
November	w6701
nach	w6702
der	w6703
Graf=schaft	w6704
<g/>
=
Oldenburg	w6706
abreisen	w6707
<g/>
.
</p>
<p id="p116">
Jn	w6709
hoher	w6710
Gegenwart	w6711
Sr	w6712
<g/>
.
Hochfürstl	w6714
<g/>
.
Durchl	w6716
<g/>
.
des	w6718
Herzogs	w6719
von	w6720
Holstein	w6721
und	w6722
Bi=schofs	w6723
<g/>
=
zu	w6725
Lübeck	w6726
<g/>
,
wie	w6728
auch	w6729
des	w6730
Hrn	w6731
<g/>
.
ge=heimen	w6733
<g/>
=
Raths	w6735
von	w6736
Salder	w6737
<g/>
,
übertrug	w6739
am	w6740
9ten	w6741
dieses	w6742
der	w6743
Prefessor	w6744
der	w6745
Ma=thematik	w6746
<g/>
=
<g/>
,
Hr	w6749
<g/>
.
Liungberg	w6751
<g/>
,
das	w6753
akademische	w6754
Prorectorat	w6755
an	w6756
den	w6757
Professoren	w6758
Theologiä	w6759
Primarum	w6760
und	w6761
Consistorialrath	w6762
<g/>
,
Hrn	w6764
<g/>
.
Doct	w6766
<g/>
.
Chrysander	w6768
<g/>
;
wobey	w6770
letzterer	w6771
eine	w6772
Lateinische	w6773
Rede	w6774
von	w6775
der	w6776
göttlichen	w6777
Regierung	w6778
über	w6779
Staaten	w6780
hielte	w6781
<g/>
.
</p>
<p id="p117">
Den	w6783
25sten	w6784
dieses	w6785
ward	w6786
auch	w6787
den	w6788
sämt=lichen	w6789
<g/>
=
Hrn	w6791
<g/>
.
Professoren	w6793
der	w6794
hiesigen	w6795
Univer=sität	w6796
<g/>
=
die	w6798
Erklärung	w6799
<g/>
,
des	w6801
Hrn	w6802
<g/>
.
geheimen	w6804
Raths	w6805
von	w6806
Saldern	w6807
<g/>
,
vom	w6809
11ten	w6810
<g/>
,
bekannt	w6812
gemacht	w6813
<g/>
,
und	w6815
zugleich	w6816
der	w6817
Universität	w6818
die	w6819
</p>
<p id="p118">
Beybehaltung	w6820
ihrer	w6821
bisherigen	w6822
Rechte	w6823
und	w6824
Fereyheiten	w6825
versichert	w6826
<g/>
.
</p>
<p id="p119">
Das	w6828
Geschäfte	w6829
der	w6830
von	w6831
Lübeck	w6832
hierher	w6833
gekommenen	w6834
Hrn	w6835
<g/>
.
Deputirten	w6837
betrift	w6838
vor=nämlich	w6839
<g/>
=
die	w6841
Abmachung	w6842
einer	w6843
Streitigkeit	w6844
wegen	w6845
einiger	w6846
Dörfer	w6847
<g/>
.
</p>
<p id="p120">
Die	w6849
Regulirung	w6850
der	w6851
Gränzen	w6852
des	w6853
groß=fürstl	w6854
<g/>
=
<g/>
.
Holsteins	w6857
und	w6858
des	w6859
Gebietes	w6860
der	w6861
Stadt	w6862
Hamburg	w6863
ist	w6864
bereits	w6865
am	w6866
19	w6867
<g/>
.
dieses	w6869
durch	w6870
darzu	w6871
von	w6872
beyden	w6873
Seiten	w6874
abgeorduet	w6875
gewe=sene	w6876
<g/>
=
Commissarien	w6878
<g/>
,
zu	w6880
beyderseitiger	w6881
Zufrie=denheit	w6882
<g/>
=
glücklich	w6884
vollbracht	w6885
worden	w6886
<g/>
.
</p>
<head id="hl30">
Ankündigung	w6888
</head>
<p id="p121">
Es	w6889
ist	w6890
herausgegeben	w6891
die	w6892
Fortsetzung	w6893
der	w6894
moralischen	w6895
Erzählung	w6896
genannt	w6897
die	w6898
Lampe	w6899
<g/>
,
so	w6901
bey	w6902
Emerich	w6903
Felix	w6904
Bader	w6905
in	w6906
der	w6907
Bogner=gasse	w6908
<g/>
=
<g/>
,
neben	w6911
dem	w6912
Todtenkopf	w6913
<g/>
,
vor	w6915
14	w6916
Kreu=tzer	w6917
<g/>
=
<g/>
,
das	w6920
ganze	w6921
Werkchen	w6922
aber	w6923
um	w6924
21	w6925
Kreu=tzer	w6926
<g/>
=
zu	w6928
haben	w6929
ist	w6930
<g/>
.
</p>
<head id="hl31">
Nach	w6932
richt	w6933
<g/>
.
</head>
<p id="p122">
Es	w6935
ist	w6936
vor	w6937
einigen	w6938
Wochen	w6939
eine	w6940
Chatoulle	w6941
von	w6942
braunen	w6943
Holz	w6944
sauber	w6945
gearbeitet	w6946
<g/>
,
mit	w6948
Meßing	w6949
be=schlagen	w6950
<g/>
=
<g/>
,
und	w6953
vor	w6954
dem	w6955
Schloß	w6956
mit	w6957
einem	w6958
mißin=gen	w6959
<g/>
=
Vorreiber	w6961
in	w6962
Gestalt	w6963
eines	w6964
Männchens	w6965
ver=sehen	w6966
<g/>
=
entfremdet	w6968
worden	w6969
<g/>
.
Da	w6971
nun	w6972
in	w6973
derselben	w6974
kein	w6975
Geld	w6976
sondern	w6977
nur	w6978
einige	w6979
Chartebianche	w6980
<g/>
,
Brie=fe	w6982
<g/>
=
<g/>
,
Stammbaumsdocumenten	w6985
<g/>
,
und	w6987
verschiedene	w6988
andere	w6989
Famillenurkunden	w6990
<g/>
,
sammt	w6992
Portraiten	w6993
und	w6994
dergleichen	w6995
besindlich	w6996
waren	w6997
<g/>
,
an	w6999
welchen	w7000
dem	w7001
Ei=genthümer	w7002
<g/>
=
allein	w7004
gelegen	w7005
ist	w7006
<g/>
,
die	w7008
aber	w7009
für	w7010
den	w7011
der=maligen	w7012
<g/>
=
Besitzer	w7014
um	w7015
so	w7016
weniger	w7017
von	w7018
einigen	w7019
Ge=brauch	w7020
<g/>
=
seyn	w7022
konnen	w7023
<g/>
,
da	w7025
man	w7026
wegen	w7027
der	w7028
Charte=blanche	w7029
<g/>
=
bereits	w7031
die	w7032
nöthige	w7033
Veranstaltung	w7034
getrof=fen	w7035
<g/>
=
<g/>
,
und	w7038
solche	w7039
für	w7040
ungültig	w7041
erkläret	w7042
hat	w7043
<g/>
;
so	w7045
wird	w7046
demjenigen	w7047
<g/>
,
welcher	w7049
gedachte	w7050
Chatoulle	w7051
sammt	w7052
denen	w7053
hier	w7054
bemerkten	w7055
Papieren	w7056
dermalen	w7057
in	w7058
Handen	w7059
hat	w7060
<g/>
,
andurch	w7062
bedeutet	w7063
<g/>
,
daß	w7065
er	w7066
sich	w7067
in	w7068
dem	w7069
Kloster	w7070
der	w7071
W	w7072
<g/>
.
E	w7074
<g/>
.
PP	w7076
<g/>
.
Franciscanern	w7078
da=hier	w7079
<g/>
=
<g/>
,
bey	w7082
jenem	w7083
Geistlichen	w7084
<g/>
,
deme	w7086
er	w7087
sich	w7088
vertrau=en	w7089
<g/>
=
will	w7091
<g/>
,
unter	w7093
dem	w7094
Sigill	w7095
der	w7096
Beicht	w7097
zu	w7098
melden	w7099
habe	w7100
<g/>
,
von	w7102
welchem	w7103
er	w7104
sedann	w7105
gegen	w7106
alleiniger	w7107
Zurückstellung	w7108
der	w7109
gedachten	w7110
Schriften	w7111
6	w7112
Species	w7113
Dukaten	w7114
auf	w7115
Veranstältung	w7116
des	w7117
P	w7118
<g/>
.
Guardians	w7120
sogleich	w7121
zu	w7122
empfangen	w7123
haben	w7124
wird	w7125
<g/>
.
</p>
<p id="p123">
Nachdem	w7127
allhier	w7128
ein	w7129
Fremder	w7130
mit	w7131
rußischen	w7132
Belzwaaren	w7133
angekommen	w7134
<g/>
,
als	w7136
machet	w7137
er	w7138
hiemit	w7139
allen	w7140
höchst	w7141
<g/>
=
und	w7143
hohen	w7144
Herrschaften	w7145
kund	w7146
und	w7147
zu	w7148
wissen	w7149
<g/>
,
daß	w7151
sowohl	w7152
für	w7153
Cavaliers	w7154
und	w7155
Dames	w7156
unterschiedliche	w7157
Belze	w7158
<g/>
,
als	w7160
Wildschuren	w7161
von	w7162
Eis=vögeln	w7163
<g/>
=
<g/>
,
von	w7166
weißen	w7167
Fuchs	w7168
<g/>
,
weißen	w7170
Wölfen	w7171
<g/>
,
schwarze	w7173
Astercanbelze	w7174
<g/>
,
Hermelin	w7176
<g/>
=
und	w7178
Marder=felle	w7179
<g/>
=
<g/>
,
weiß	w7182
und	w7183
schwarze	w7184
Caninen	w7185
Janottenfutter	w7186
<g/>
,
</p>
<p id="p124">
fliegende	w7188
Fehe	w7189
<g/>
,
graue	w7191
Parangenfelle	w7192
und	w7193
Belz=stiffel	w7194
<g/>
=
um	w7196
die	w7197
billigsten	w7198
Preise	w7199
bey	w7200
ihm	w7201
zu	w7202
haben	w7203
sind	w7204
<g/>
.
Sein	w7206
Logie	w7207
zund	w7208
Gewolbe	w7209
ist	w7210
im	w7211
Sternhof	w7212
Nro	w7213
<g/>
.
227	w7215
der	w7216
böhmischen	w7217
Kanzley	w7218
über	w7219
<g/>
.
</p>
<p id="p125">
Es	w7221
ist	w7222
allhier	w7223
angekommen	w7224
Joseph	w7225
Rohmann	w7226
<g/>
,
Kaufmann	w7228
und	w7229
Fabrikant	w7230
aus	w7231
Holland	w7232
<g/>
,
mit	w7234
al=lerley	w7235
<g/>
=
Sorten	w7237
holländischer	w7238
Leinwat	w7239
<g/>
,
und	w7241
unavre=tirten	w7242
<g/>
=
Batist	w7244
<g/>
,
wie	w7246
auch	w7247
3	w7248
und	w7249
4	w7250
Ehlen	w7251
dreiten	w7252
Leinwat	w7253
zu	w7254
Bettüchern	w7255
<g/>
;
er	w7257
versichert	w7258
nicht	w7259
allein	w7260
gute	w7261
Waaren	w7262
<g/>
,
sondern	w7264
auch	w7265
sehr	w7266
billige	w7267
Preise	w7268
und	w7269
logiert	w7270
bey	w7271
der	w7272
Zwirnhandlerin	w7273
im	w7274
grossen	w7275
Dorotheerhof	w7276
<g/>
,
neben	w7278
dem	w7279
rothen	w7280
Brunn	w7281
im	w7282
2ten	w7283
Stock	w7284
<g/>
.
</p>
<p id="p126">
Das	w7286
Berthalerische	w7287
Haus	w7288
in	w7289
der	w7290
Leopoldstadt	w7291
<g/>
,
sub	w7293
Nro	w7294
<g/>
.
272	w7296
an	w7297
der	w7298
Strasse	w7299
liegend	w7300
<g/>
,
so	w7302
wohl	w7303
bey	w7304
Bau	w7305
<g/>
,
ist	w7307
alltäglich	w7308
zu	w7309
verkaufen	w7310
<g/>
;
und	w7312
haben	w7313
sich	w7314
die	w7315
Liebhaber	w7316
dazu	w7317
bey	w7318
dem	w7319
Jnnhaber	w7320
dessel=ben	w7321
<g/>
=
allda	w7323
anzumelden	w7324
<g/>
.
</p>
<p id="p127">
Bey	w7326
Herrn	w7327
Andreas	w7328
Dussell	w7329
<g/>
,
burgerl	w7331
<g/>
.
Spece=rephandelsmann	w7333
<g/>
=
zum	w7335
3	w7336
weißen	w7337
Löwen	w7338
in	w7339
der	w7340
Kärntnerstrasse	w7341
<g/>
,
ist	w7343
zu	w7344
haben	w7345
extra	w7346
guter	w7347
ungari=scher	w7348
<g/>
=
Wermuth	w7350
die	w7351
Maaß	w7352
für	w7353
36	w7354
auch	w7355
24	w7356
kr	w7357
<g/>
.
</p>
<p id="p128">
Bey	w7359
Johann	w7360
Michael	w7361
Schmidt	w7362
burgerl	w7363
<g/>
.
Spe=cerephandler	w7365
<g/>
=
auf	w7367
dem	w7368
Graben	w7369
zum	w7370
grünen	w7371
Kranz	w7372
<g/>
,
sind	w7374
zu	w7375
haben	w7376
allerhand	w7377
Gattungen	w7378
Aus	w7379
<g/>
=
und	w7381
Jn=länderweine	w7382
<g/>
=
<g/>
,
als	w7385
Tockeyer	w7386
und	w7387
andere	w7388
Ungarische	w7389
<g/>
,
Jtalienische	w7391
<g/>
,
Französische	w7393
<g/>
,
Spanische	w7395
<g/>
,
Portuge=sische	w7397
<g/>
=
<g/>
,
Griechische	w7400
<g/>
,
Rhein	w7402
und	w7403
Moßler	w7404
<g/>
;
wie	w7406
auch	w7407
der	w7408
ungarische	w7409
Ausbruchwermuth	w7410
<g/>
.
</p>
<p id="p129">
Jn	w7412
der	w7413
Alstergassen	w7414
in	w7415
dem	w7416
Haus	w7417
Nro	w7418
<g/>
.
45	w7420
<g/>
.
ist	w7422
ein	w7423
viersitziger	w7424
mit	w7425
sieben	w7426
Gläsern	w7427
moderner	w7428
gel=ber	w7429
<g/>
=
Wagen	w7431
<g/>
,
mit	w7433
Carmosinfarben	w7434
Tuch	w7435
und	w7436
glei=chen	w7437
<g/>
=
Creppinen	w7439
<g/>
,
welcher	w7441
besonders	w7442
in	w7443
der	w7444
Stadt	w7445
<g/>
,
als	w7447
auch	w7448
auf	w7449
der	w7450
Reise	w7451
<g/>
,
mit	w7453
allen	w7454
Bequemlich=keiten	w7455
<g/>
=
versehen	w7457
<g/>
,
nebst	w7459
denen	w7460
dazu	w7461
gehörigen	w7462
gelb	w7463
ledernen	w7464
Pferdgeschirr	w7465
<g/>
,
samt	w7467
denen	w7468
von	w7469
blau	w7470
und	w7471
weisser	w7472
Seiden	w7473
gemachten	w7474
sechzehn	w7475
Stück	w7476
Einflecht=quasten	w7477
<g/>
=
<g/>
,
und	w7480
gleich	w7481
seidenen	w7482
Leitseillen	w7483
<g/>
,
item	w7485
ein	w7486
ganz	w7487
gelber	w7488
mit	w7489
fünf	w7490
Gläser	w7491
moderner	w7492
Stadt	w7493
<g/>
=
und	w7495
Reiß	w7496
<g/>
=
Schwimmer	w7498
<g/>
,
mit	w7500
gelben	w7501
Plüsch	w7502
ge=füttert	w7503
<g/>
=
<g/>
,
samt	w7506
dazu	w7507
gehörigen	w7508
